tweet,sentiment
"no i ? Kaczyński potępić akcja ? nie słyszeć być . nie słyszeć być potępić którąkolwiek afera PiS , zaszczucie dziecko , robota PiSowców odpowiadać . Tusk nie odpowiadać robić Polak .",negative
PiS zmienić . nawet wszechmocny PiS potrafić zrobić .,negative
myśleć winny .Nie czas emisja program tvn PiS komuna dawać wygraną Pis .,negative
kiedyś wiedzieć zachować . dziś PiS dorwać kasa żaden klasa . # Kaczastrofa …,negative
tak wyglądać obrona JP2 wspierać Pis .,neutral
"podniecać frekwencja kiepski happening . Komentujemy wątpliwy jakość wyrób cukierniczy . Bierzemy głowa sprawa istotny , kluczowy teraz . a PiS cieszyć , mówić drożyźni , przekręt , złodziejstwie , upadać edukacja zdrowie .",negative
"jak napisać być - grunt podatny . . . :-( a PiS , co powiedzieć , świetny spin doktor inżynier społeczny dostatk .",negative
"polityka społeczny PiS ? Bezpośrednie transfer finansowy , inwestycja usługa publiczny . polski rodzina płacić u …",neutral
po komentarze wiedzieć miejsce wybory ? ? portugalia witać ciułałe . . . zresztą PiS wygrać polityka młotk wybić głowa pierdolenie krwawy napierdalanie głupi czerep .,negative
"Kaczyński , PiS dzielić widać powyższym tweecie .",neutral
"wiedzieć pan najgorsze ? Robienie polityka autorytecie JPII robić PIS . lewica przynajmniej uczciwie pokazywać negatywny stosunek kościół katolicki . wy robić polityka ambona , zasłaniać wizerunkie papież . OBŻYDLIWE i OBŁUDNE !",negative
"chodzić Lewica , PSL , PO PiS wspołnie łamać konstytucja prawo człowiek pandemia ?",negative
"nie swoboda . jeśli zagrażać życie zdrowie usunąć , zagrażać nie mOŻNA DOKONAĆ ABORCJI - dziecko bezczaszkowie bezmózgowąć . to zafundować PiS . to ty piszeć tak zwany . "" kompromis aborcyjny "" , PiS rozpiździć .",negative
dobrobyt według # PiS,neutral
zaraz zaraz mieć być swój przekop ? bubel kanał jezioro Jamno made in Gawłowski - knot ... jak widać PIS PO zło,negative
"PiS opierać kampania kłamstw strach robaek , brak mięso , zły unia , pseudo - patriotyzm , JPII , podczas …",negative
to brzmieć pisać zza kaftan bezpieczeństwo pani Moreles XDD PiS dno fajnopolaki silny razem duży odklejek,neutral
"na serio uważać , wejść koalicja PiS ?",neutral
"Kodziarz sa gorszymi kurw pis , obłudnymi . Jesteście gorszymi zamordysta Ziobro pomnożić 3 . co strajk kobieta . niech najpierw zacząć współżycie chłop , głośnie krzyczeć lesbijka akurat :)",negative
"od 20 % zabierzecie 40 % PIT , ZUS , NFZ pierdoła co różnić PIS ? Niczym . inflacja rosnąć daleko , drożej . . . . więc głosować zmiana kościelny barwa czerwony komuna sam .",negative
"Basia , PiS zafundować Polakom droży święto . i naprawdę stać ty parę jajko 0,5 kilogram wędlina ?",negative
Nimi zobaczyć siebie zaorales wiek lekarz . od moment rozpocząć studium zdobyć specjalizacja mijać conajmniej 10 rok PiS rządzić 7 liczyć co ? na zagną czasoprzestrzeń ?,neutral
ten niemoc bestialstwo PiS przydupas strasznie przygnębiający . bardzo chcieć by być człowiek odpowiedzialność ponieść karny szybko możliwy .,negative
"kto broń # JPII Moralny szumowina , Złodziej , Antyeuropejski menda , Gwałciciele demokracja Ruski agencja Bobrze , papież dożyć . # PiS # solidarnarossja # OrgiaAfer",negative
"pizd napisaniu weekend 159473 tweet JP2 , PiS , Jarosław Kaczyński , prawica , kościół , etc . to opłacać troll usługa strasznie smutny pędzel życiowy przegryw . albo drugi . Innej opcja mieć .",negative
"pizd napisaniu weekend 159473 tweet JP2 , PiS , Jarosław Kaczyński , prawica , kościół , etc ……",neutral
Zaścianek dzięki rząd PiS,negative
"mogło zmienić . też zły ocena kobieta . bo praca mowa tendencja wzrostowy . a wskazywać , samo odwrócić . wręcz przeciwnie . Szukaj , mieć - nadzieja - rączka , Internet . nie czekać , elektorat PiS , podsunąć wszystko .",negative
"Polska toczyć rak nowotwór . Rrakiem kościół biskup , nowotwor PiS . jeżeli zrozumąć pieniądz Duda Onkologi .",negative
"Marsz tatrzański obrona Jan Paweł II Zakopane . Stanisław Dziwisz chwalić PiS : "" kościół samotny walka """,neutral
"dzień 2kwietnia2023 Polak zapamiętać dzień kremówka dzień , w PIS dzień handlowy przehandlować pamięć Jan Paweł II . to prosty umieć . Brawo , brawo .",positive
1%tu 1 % nic nikt lekceważyć opozycja potrafić 3kadencję PiS,negative
Śmieci pisowski prowokować mieć „ paliwo ” propagandowy . nikt dobrze zeszmat błoto obrzucić wartość autorytet kreatura . Toporna „ celebracja ” JP2 marsza kremówk pokraczny PiS .,negative
Nieznani sprawca jedyny słuszny partia katolicko komunistyczny PIS,neutral
"intelektualny pokraczność brednia antypolski patoopozycja polegać ten , antypisizm motywować troska niszczoną pr …",negative
"być krytykować poseł to , pytać to , kto głosować wolnorynk wyborca , lubić traktować idiocy . Woktog . on , słowo nieodpowiedzialny , budować PiS . co odpowiedziać by poseł koalicja obywatelski ?",negative
"Bosak powiedzieć , koalicja PiS LPR błąd . tyle wystarczyć wiedzieć , odpierdol sam gówno .",negative
za esbekom pis udalo zwieść pochód tysiąc ubecki pomiot …,neutral
"PiS nie WPROWADZIŁ ŻADNYCH ZMIAN ! wyrok TK zmienić sytuacja prawny dotyczyć aborcja , ciąża stanowić zagrożenie życie zdrowie matka powstać wskutek czyn zabroniony . w przypadek wystąpić wada lekarz swoboda działać rzecz dobro pacjentka",negative
niech odwijać . znowu 2 % Pis,neutral
a PiS ONZ debil ?,negative
"a średni wiek lekarz zaorałes PO mieć być exodus lekarz zachód raz , ograniczyć przyjąć kierunek medyczny dopiero PiS zwiększyć ilośc miejsce nauczelniach , ułatwić pozwolić praca lekarz wschód",neutral
to pomysł kolejarz wykolejeńca PiS .,negative
"# Kaczastrof do PGZ płynąć kontrakt , widzieć dekada , konsorcjum współodpowiedz . polski bezpieczeństwo rząd partyjny nominat zarządzać tak , że opublik . 17 luty 2022 rok . raport NIK zostawiać PGZ suchy nitka .",neutral
dlatego zmienić ordynacja wyborczy polecenie Kaczyński podpisać wierzycie uczciwy wybory ? PiS szykować drugi Białoruś,neutral
"człowiek chcieć PiS wygrać , brawo PiS",positive
a elewacja pomnik niszczyć Lempart kazać ? pewnie PIS jebać debil POkomuny .,negative
"nachalni pOsłowie raz dziennie pisać PiS "" drożyzna złodziej "" - stać odrobina finezja ? przecież przemawiać swój elektorat - "" elita naród """,neutral
Pamiętacie Ostrołęka ? PiS władować miliard budowa rozbiórka . więc pytać rachunek prąd t …,negative
to ten rząd PiS ?,negative
żeby PiS przegrać wybory,negative
"nieprawdziwy zarzut . za PiS zwiększyć liczba lekarz psychiatr dziecięcy , większa liczba kształcić , zwiększić liczba miejsce rezydencki wynagrodzenie rezydent . Nakłady psychiatria dziecięcy wzrosnąć 472 milion ( 2022 vs 2015 ) .",neutral
"bolszewik Leszek Miller : "" PIS przegrać wybory , oddać władza . "" czerwony pachoł uważać , PIS taki partia , …",negative
Polak woleć państwo odbudować PiS czas platforma . nikt powrót t …,neutral
Niejaki Kałużny . ponoć poseł wystartować ciekawy wpis muza opuścić . pozwolić dokończyć poseł . scenariusz Reżyseria : Kaczyński spółka . w rola główny : Młodzieżówka PiS . zabezpieczenie : Szymczyk przyjaciel . . . .,neutral
"tak skojarzyć , widzieć wierchuszkę PiS Wadowicachy , dzień papieski . coś stykać . no , # kremowka",neutral
"Polak woleć państwo odbudować PiS czas platforma . nikt powrót znak "" piniędzy nima być "" .",negative
no PiS .,negative
nigdy czuć być estyma stosunek Wojtyły uważać być działać szkoda Polak koszt rozs …,negative
bo Pis czli pis dzielcy tak brudny polityka Gomułka,negative
"za chleb piekarnia zapłacić 10 złoty ( prawdziwy wyrób chlebopodobny ) i tanio ! jak dobrze , Pi …",positive
"PiS liczyć wysoki ocena rząd rok 2015 - 2022 — wynikać sondaż SW Research "" Rzeczpospolita "" . Szkolny "" jedynka "" "" dwójka "" wystawiać władza 50 procent . badany .",neutral
"Nieświeże kremówka , przechowywać lodówka , podać pasażer Pendolino „ upamiętnić JP2 ” , świetny pokaz stan państwo dwa kadencja rząd PiS .",positive
czy PIS zadowolony ? tak,neutral
jedyny grzech narzekać jeść tyle osoba świat ginąć głód pan Zandberg robić PIS grać politycznie . . .,negative
"nie prawda , pierwszy , drugi PiS stworzyć prawo wczesnie dać powstrzymać . duży rola plan zagospodarować , gestia samorząd , zwykle PO PSL",negative
"PiS oszustwo , mafia gangrena rzygac chcieć , kispomunistycznych staruchow widzieć , pasuja cela wieienny",negative
"tylko , Ci liberalny wyborca , podobać ' wyścig populizm ' , bliski obecność wspólnocie europejski wartość demokratyczny , pewno , pójść ? wyborca ty zacisna pewnie ząb obrona ( PIS / Konf . ) dramat zagłosować PO",negative
klucz wygranie PiS jakikolwiek program,negative
Lex Pilot odrzucić . PiS wycofać kontrowersyjny ustawa # lexpilot # PiS # Polska,neutral
powiedzieć mówcie chcecie PiS wygrać przegra rządzić zaejść władza oddać zrobić stan wyjątkowy wojna SN uznać sfałszować a naród prócz krzyk TT zrobić .,negative
"to niesamowity , TVN , rozpocząć antypapieski hecę , to , zabrać temat Agorze , produkować słodky kremówka laurka lamentować , zły PiS „ upartyjnić ” pamięć nasz wielki święty .",negative
za PiS poradzić . jeszcze chwila kościół pusty .,neutral
"PiS liczyć wysoki ocena rząd rok 2015 - 2022 — wynikać sondaż SW Research "" Rzeczpospolita "" . Szkolny "" jedynka "" "" dwójka "" wystawiać władza 50 procent . badany .",neutral
"po poszedć być , pluć PiS , chodzić , poszło zlecenie , zohydzić społeczeństwo zaatakować mieć dobry sondaż , TVN , wyborczy Onet zniszczyć razem Tusk .",negative
być ojciec chcieć 500 + . kosz utrzymać program przewyższać korzyść . program skonstruować kolać wcale wspierać rodzina rozleniwiać nierob . program 500 + płacić pis człowiek pracować,negative
"przepraszać bardzo , pis utrzymywać pałac . ciągle mało . głośno łapać złodziej krzyczeć najwięcej kradnąć , miło oddajecie Polakom część ciężko wypracować pieniądz móc oszczędzić WYSOKIE PODATKI :)",neutral
"kolejny , PiS nieuleczalny obsesja . moze PO dojść władza , Sowa Arłukowicz ktworzyć specjalny szpital ?",negative
"oczywisty oczywistość . od rok główny zarzut anty - PiSu ( w polityk PO ) wobec PiS dotyczyć nieodpowiedzialny rozdawnictwo . jeśli Tusk zauważyć , wyskoczyć "" a dać tysiuncpińset stodziewińset "" , chyba sprawny polityk .",negative
ten PiS Disco Polo . niby nikt lubić . . .,neutral
na PiS podzielić człowiek JPII,neutral
prowokacja PiS .,negative
"jestes glupi politrukiem Pegasus uzyt uczciwy obywatel , skandal miedzynarodowy PiS mafia , człowiek moralnosci wzruszajać ramię",negative
"PiS blokować ? pierdolić , jebać judaszowy koalicjant PO czerwony szumowina Belk , Miler Cimoszewicz",negative
"w konfederacja duży % "" oszołom "" sporo tracić . nie mało to , PiS odwalać zwłaszcza ostatni 3 rok człowiek dać szansa konfederacja , reszta dokładnie samo , PiS inny nazwa . lewica ogóle nieporozumienie",negative
"PiS ostatni rok wahać wykorzystywać katastrofa Smoleńsk swojezlodziejstwo podział on . teraz beszczelć zasłonić papież . to żywioł prezes , lubić trumn .",negative
wy poradzicie . kto mial mysli pis ?,neutral
"Wiemy , wiedzieć , ruski kolaborant Pis przeszkadzać . Szykujcie 3 kadencja zapłaćć reparacja .",neutral
"a potem dziwić , PiS iść góra opozycja ( cały ) tracić . i PiS silny , wyborca opozycja zachowywać widać tt . zamiast pisać PiS Konf walą demokratyczny partia opozycyjny . blednie myśleć , % urośną",negative
"daga chyba ogarniać rzeczywistość , WSI 24 połączyć PiS Świętym Jan Paweł 2 niezły …",negative
"TAŃCE na TRUMNIE PAPIEŻA , i mIESZANIE GO do POLITYKI to TYLKO PIS mOŻE TAKIE GÓWNO ROBIC , TAK SAMO jak TAŃCZYLI na GROBACH KATASTROFY SMOLEŃSKIEJ PRZEZ TYLE LAT , PAPIEŻ SIE w GROBIE PRZEWRACA jak WIDZI TYCH PSEUDO KATOLIKÓW na POKAZ",negative
a prędko zostanę jednorożc Tusk przejąć elektorat PiS . skutek stracić liberał zyskać,neutral
"PiS pisać ustawa . ustawa PiSu PiSu , prosty .",negative
jak Balcerowicz pochwać PiS uwierzyć ? PiS gospodarczo lewica . Ciągną dno PZPR .,negative
"Jan Paweł II wspierać wolność , demokracja prawda . PiS żywy zaprzeczenie , nadto pamięć JP2 wycierać brudny but .",neutral
"odwrotnie , województwo PiS wójt anty PiS .",neutral
"pod wzgląd polityczny marsze papieski spektakularny klęska . nawet zainscenizowany dewastacja pomnik JP2 sprawa budzić niesmak , zachwyt . PiS olbrzymi kryzys desperacki pomysł zażrzeć . . .",negative
PiS zamalować pomnik Jan Paweł II PiS oskarżyć Opozycję demokratyczny .,neutral
do mieć otwarty umysł PiS zaprzeczeć .,negative
"to sam robić pis po . Nakraść , porobić analiza , ekspertyza , opinia iligram * * * * wyjść . złodziejstwo zaraza . Powinny wariograf obowiązkowy rozszerzyć konfiskata mienie .",negative
"Wynajmuje bus okazja zwoływać żona , szwagr , kuzynostwo ! Przejadę 100 kilometr zagłosować przeciwko PiS ! ! późno wrócić zabierać następny tura osoba rano zamknąć konsulat !",neutral
100 rok rząd PIS Durniach opozycja jaki obecnie,negative
"PiS - to czysty ZŁO ! j.K.genialny demon ZŁA . on , marksista , odkryć , opłacać walczyć religia . dobrze dać Ludowi opium religia ! wtedy Lud wierny w SUMIENIU ! Kupiony Rydzyk kler kazać Ludowi kochać PiS , straszyć Piekłem oglądać TVN nienawidzić Tusk",negative
dlatego PiS poprzeć fit for 55 xd,positive
"wysilić pani , znaleźć kompromat . a Kaczuszka łudzić PIS ciężko . głupota na temat . wy …",negative
odpowiadać wysoki cena energia wpływ dosłownie wszystko ? PiS ? czy powalyć lewicowy - liberalny UE niemiecki but rozkładać noga Putin węglowodór ? dokształć kobieto wiedza temat ZEROWA !,neutral
"i nieważny , wiadomo dewastować . tak samo dewastować żołnierz Pis , zwalić opozycja podgrzewać temat . to politycznie opłacać . no poradzić . jednak ważny mówić , opozycja pisowski władza opłacać temat",negative
myśleć być normalny widać kurwa pis,negative
"powiedzieć wybitny polityk niezachwianymi pogląd PiS ty chcieć jakiś ministerialny stołek piałbyś zachwyt każdy wspomnienie "" zapewnienie "" wyborczy .",negative
skoro # PiS móc podwyższyć .,neutral
typowy sowiecki prowokacja . najwięcej agent szereg Pis .,neutral
"siódmy rok sam pieprzenie , działać wyłącznie rzecz PiS",negative
"no ty , pytać PiS wziąć wydatek , dostać odpowiedź stać straszak większość wyborca „ bo odbiorą ” .. niestety przejąć władza musieć popierać ten , walczyć .",negative
"w prawda jesień Jadwiga Wiśniewska ( PIS ) rozdawać piękny "" liść "" lica liberalny wariat . …",negative
"Jan Pawle , Uwolnij PiS ! on występować przeciwko 10 przykazanie !",neutral
Pispedofil,negative
"chcieć by być dożyć koniec PiS osądzć , skazać osadzić więzienie . żeby dokonać ostatni rok swój życie .",negative
on plan . Odsunięcie PIS władza zaliczać . niestety !,negative
"ten stary koleżanka pójść jesień wybory zagłosować PIS PO . nie mówić , sondaż jasno wynikać , większość stary osoba zagłosować . sam zgotować los .",neutral
ja głosować PIS ! ! ! ! ! ! !,neutral
"Żyd każdy podstęp wobec goj posunąć , żydy PiS właśnie …",negative
"pizd napisaniu weekend 159473 tweet JP2 , PiS , Jarosław Kaczyński , prawica , kościół , etc … to opłacać troll usługa PO , strasznie smutny pędzel życiowy przegryw . Ewentualnie drugi . Innej opcja mieć .",negative
"jakby idioci atakować JP , mógliby wykorzystać . wy lubicie robić durny akcja , podłożyć PiS , potem wszędzie szukać winny .",negative
"nawet wiedzieć być , Lubelszczyźna rządzić PIS koalicja PO / PSL .",negative
kiedyś wiedzieć zachować . dziś PiS dorwać kasa żaden klasa . # Kaczastrof,negative
no skoro PiS 1 . do specjalista czekać 2 raz długo 2 . opieka psychiatryczny młody istnieć 3 . zadłużenie szpital rosnąć 4 . Średnia wiek lekarz pielęgniarka rosnąć,negative
"chyba marsz papieski wywołać sraczka TVN Kolenda - Zaleska powiedzieć ja , marsz zorganizować władza PiS . to wszelki wypadek zdziwiony tyle człowiek . .",negative
papież PiS partia zapisać . pośmiertnie .,neutral
"Pis koniec znaleźć nowy wróg , opozycja wcisnąć .",neutral
"SĄDY PIS BĘDĄ TEŻ ROZLICZONE ! ! ! ! ! ! ! ! ! ! Zbigniew Komosa zamach Smoleńsk wierzyć , prokuratura koniec walczyć , skazać",negative
"może powiedzieć Szymon , "" realny wybór "" wybór prosty - odsunąć PiS władza , najwięcej szansa najsilniejszy formacja opozycja , KO . nie kombinować",neutral
"to Karol Wojtyła członek PiS ? Jeżełi członek partia , prezydent , współpracownik ważny osoba mieć bezpośredni kontakt",neutral
"Najlepsze , bulteriera opozycja niby zarzucać , PiS wykorzystywać JP2 cel polityczny , sam publikować fotka , robić samo , czas władza . wyjątek Mr . Tusk , pewnie chcieć by zapomnieć ten , ołtarzyk domowy .",negative
no jesteście poważny Chceta aborcja życzenie budujecie żłobek ? a co wybudować żłobek ? co podrożeć ? jaki mieć pomysł nowy podatek ? Będziecie przykręcać śruba przedsiębiorca PiS ?,negative
"być słaby skłócony # PiS naród dziwmy się , wykorzystać Polsko - Czeski spór k …",negative
"PiS zależeć jeden . na podziała ! wbrew nauka papież , „ umiłować ” # Kaczastrof",positive
Kurde pogubić być . to koniec papież pedofil koalicja święty siła PiS ?,neutral
"tylko TV PiS potrafić uczcić pamięć śmierć papież wesoły "" hop SA SA "" .",neutral
"być stan wyobrazić , wzywać obrona wszystko człowiek koniec wyjdą obrona Polska PIS , kwestia znaczenie rok ?",neutral
Mazurek święto około . 45 % droższy . tylko Pis . # DrogaNiedzielaPiS,neutral
"nie oceniajć własny kategoria ... nie rozumieć pojecie BUNT na NIESPRAWIEDLIWOŚĆ , przyczynić śmierć dzieciak posadka PiS",negative
". zmiana wyborczy dot . Polonia : Polski wyborca granica znaczący część oddawać głos strona opozycyjny , związek [ rząd PiS ] robić ? Odcinają możliwość , człowiek granica głosować ! # faktyTVN",neutral
"Morawiecki zapowiedzieć wypracować zasada , ograniczyć napływ ukraiński zboże Polska . a tymczasem trwać niekontrolo …",neutral
"Nieźle Leszek rozkręcać media , mocno pracować kolejny zwycięstwo PiS wybory",positive
"ile szpital zamknąć być Bartuś ? pamiętać śledzić być chłop , potem zaczepiać być ulica , zarechotać twarz , głosować PIS ? a późno podarować być telefon , na przeprosiny . ale zaraz , zaraz . . . czy być być kiedyś PISie ? nie myśleć , Polak idiocy . PAMIĘTAMY",negative
gdy wprowadzić 500 plus kupić tona węgiel . przy wasz rząde rok kupić kwota 200 kilogram węgiel .. co chwalit ? nikt PIS znać matematyka . po jaki studia jesteście ? jaki cud premier zarządzać bank ?,negative
"w zdolność koalicyjny , wystarczajić utworzyć koalicja sytuacja , wygrać PiS dostać Duda misja tworzyć rząd wierzyć ?",neutral
rząd Tusk zostawić pieniądz . Robiono przekręt VAT PiS ukrócić .,negative
Zapomniałeś komunisto ferajna znak kod robić wygrać wybory PiS ? Poszły niepamięć uliczny błazenada twój kolesia okupacja sejm podobny pajaca ? na jesień sam zmieciecie niepamięć .,negative
"Jejku prawda pochodzić pani jakiś patologiczny środowisko , pewnie biedn mały miejscowość . żeby sądzić PIS dobry",negative
typowy pato mafia PIS GANG PARTACZY i NIEROBÓW Wszystkiego co dotknąć zjebiaa nawet ciastko potrafić sprzedać,negative
jak gl PiS,negative
"kurczy , którymś zdjęcie widzieć być . chyba TVP",neutral
to realny scenariusz . i PiS zwykle perfidnie rozegrać . # piStoZło,neutral
Świętowane śmierć PiS opanować perfekcyjnie świętować śmierć 96 osoba Smoleńsk JPII .,neutral
PiS spowodowal obsesja,neutral
POLICJA PIS,neutral
o PiS słowo,positive
rząd śmierć PiS,negative
szczególnie łamić jedność opozycja wpychać łapa PiS,negative
Sprawdź życiorysy polityczny baron PiS PO .,neutral
wiedzieć powiedzieć opozycja przegrać . z powód zły finanse państwo . PIS chojni rozdawać kase potem musieć poobcinać wszystko . szykować wariant węgierski pis tyle zdeterminować wyłączyć demokracja przyszłość ;) .,negative
Kremowdka symbol papież . PiS zrobil papieez pośmiewisko .,negative
""" być pisowski pisowca "" dobry strategia , warunek przejąć elektorat PiS utracić własny .",negative
"ocena rząd PiS : 1 ) Niedostateczny – 39,9 procent . 2 ) mierna – 17,9 procent . 3 ) dostateczna – 14,3 procent . 4 ) dobra – 12,8 procent . 5 ) bardzo dobry – 6,8 procent . 6 ) nie zdanie ankietować – 8,3 procent .",neutral
"to świetny odpowiedź . teraz , PIS ukryć , okradać fundusz rezerwa , robić masowy dodruk obligacja rzucać projekt ustawa zaostrzająć aborcja , człowiek rzucać on , wycofować . a Polak idiocy zostawać 20%inflacja",negative
"nikt skutecznie PiS obrzydzić : -religia , -kościoła katolicki , -JP2 pojęcie jak : - patriotyzm , - ojczyzna , - polskość , - prawo , - sprawiedliwość , - uczciwość , - przyzwoitość - PRAWDA -",negative
dokładnie Pis remontować droga samorządowca PO / PSL,neutral
"Zwolennik totalny opozycja niebywać sekta . według pomnik Jan Paweł II Łódź zniszczyć oczywiście "" pisowiec prowokator "" . no pewnie Lempart bojówka spod znak czerwony błyskawica , atakować kościół pewnie podstawiony PiS .",negative
"pan Marek sam wrażenie , jestesmy rozgrywani socjotechnicznie . opozycja celowo dezinteg …",negative
Pierdolic faszystowski konfederacja BANDYTOW pis REZIM,negative
PiS tuba dostęp wschód wyłączć alternatywny informacja .,neutral
"ale opozycja reportaż TVN ? tylko PIS poczuć krew ciśnąć , pomoc pan Żerko podobny .",negative
szczep . jaki bakteria ? pis ?,neutral
"dopiero sondaz pol marzec kosiniak pisać poszć by razem hujownić -PSL xD wychodzić dzięki psl - hujowni pis mial bodajze wiecej glosow sondaz miejsce sejm , wiec ciekawy zamierzyć pojscie razem polska2050 - PSL",neutral
"nie duży draństwo , złodziejski mafia PiS chować wizerunko papież ! ! Rynsztok ! ! ! wy mieć …",negative
i świętować śmierć papież ? najpierw świętować śmierć 96 osoba papież . Imprezy polityczny PiS .,positive
mało zauważyć inflacja rozpędzić dlugo wybuchaem wojna Ukrainie mimo Kaczyniski Morawiecki twierdzić wino wojna czy elektorat PiS inbecyle IQ mrowka ? przecież uposiledzony umysłowo wierzyć propaganda PiS tVPis,negative
# itakniezagłosujęnaKonfederacja PIS zresztą nie .,neutral
"prezes dziękować dar , jaki Jan Paweł II kościół świat ; stawać obrona dobry imienie …",positive
"nie żeby być wierzyć sondaża wskazywać to , oddalać widmo powrót rząd ciemny strona moc - kolesia PO",neutral
"Also zastrzelić poseł PiS , aparatczyk ?",negative
i najnowszego sondaż PiS wychodzić 42 % olewajac wybory,neutral
"Przypomnę ty tylko , cieszyć całkowity zaufanie "" nasz "" . u Karnowski redakcja pan …",positive
nie zawsze . ale debel PIS tracić być niepodległość .,negative
"krótko cieszyć być spadający przychode eksportowy ruski bandyta . arabia Saudyjska , PiS sprezentować Lotos , podjąć decyzja ograniczyć wydobyć ropa 500tys . baryłek dziennie . całkowity redukcja państwo OPEC 1,2mln baryłek . ropa góra . paliwo",negative
"przecież PiS długi czas inscenizować Polska PRL czas Gierk , zestaw wyobrazić . Bardzo śmieszny to , poszwiński myśl jednorodny siła . . .",negative
"o , prosić . a Siemianowicach śląski cztery rok premier uprzejmy wyznać , robotniczy myśl socjalistyczny głęboko obecny PiS .",neutral
"to śmierdzić prowokacja pisiorówPamiętać , zrobić pseudo dziennikarz tvp pis !",neutral
maszerują PiS przybudówka . JPII obracać grobie szybko zwykle .,neutral
Lewica mniejszy PiS,neutral
popierać PiS Solidarną Polska Stańmy obrona Jan Paweł II .,positive
nie PIS lewica,neutral
"to różnica rządzić PiS konfederacja . sam móc uwierzyć , być być zagorzały wyborcą Konfy , skręcać droga populizm rujnować kolejny idea , przyświecać , zdobyć głos . co zdobyć głos ?",negative
co taki zrobić opozycja ? przecież milczyć zaklęci PiS szaleć .,negative
"a myśleć być minister edukacja umieć liczyć , a porażka . po PiS co spodziewać",negative
nie rozumieć fascynacja typ - gość insynuować posłanka PO woleć pedofil używać dzieciach zgłosić ( bo zaszkodzić by partia ) prawić bronia - opowiadać PiS ?,negative
ten tweet atakować PIS ? Zacznijcie siebie . Dziesiątki tweetoiliwram dzienn …,negative
tak Kaczyński rządzić PiS,neutral
ile zapłacić być PiS numer ?,neutral
"Lol . dla wspólnota znaczyć : skakać zagrać . zapewniać , dobry „ każdy rzepka skroba ” życie dyktando waszy “ liberalny ” polityk . myślicie , jesteście lepsi pis . nie . jesteście taki sam .",negative
"i PSL . po właściwie potrzebny sejm . przecież głoszyć wyborc konserwatywny zapewniać PIS . nie rozumieć , po taki wypadek potrzebny kopia ?",negative
4 rok PiS 4 rok konfederacja,neutral
"Bujda resora . nie rozliczycie on , nikt więzienie wsadzajć . Jesteście sam układ magdelenkowy . PiS - PO zło",negative
rodzina PiS 5000 +,neutral
"zamiast HITu szkoła wprowadzicie porządny lekcja ekonomia ? a nie , czekać . przecież nie …",neutral
"Giertych opar absurd ! doliczył 500 osoba marsz papieski . "" modlę oN , uwolnić PiS "" htt …",negative
budżet PO 250 miliard PIS 650 miliard .,neutral
"podobno algorytm AI powstać podstawa skan mózg działacz PiS , szczególnie M . Morawiecki .",neutral
"nieprawda . na lista doSejmu na przykład . PIS conajmniej 10 kandydatow okręg . mieć okazja wczesni poznac , rozmawiac zdecydować oddać gloserał . i robić . trzeba pi prosty interesować polityka swój środowisko isc baran wybory .",neutral
"być półanalfabetą polityczny . warto spytać przypadek wiek rok 26 , poprzedni wybory , głosować Kukiz ? a wiek 22 rok PiS ?",neutral
"wszyscy mówić obniżą podatek spoza układ . PO , PiS obiecywać obniżka podatek ; nowocze …",neutral
"w państwo PIS podejrzenie = sprawca , stać droga funkcjonariusz = sprawca . sam kiedyś doświadczyć jakiś Seicento . żegnać .",neutral
"to Marsz papieski , partyjny PiS konfederacja . i kilkanaście tysiąc , najwyżej kilkaset osoba .",neutral
"nie wiedzieć lewactwo , malować pomnik , sporo czas zrobiić dokładnie tak przypadek „ akta wandalizm ” wpisać sue narracja ” obrona JPII ” .. kolejny prowokacja PiS ?",negative
Krzywda dziać . Przyszli wiec PIS okradać grosz zebrać dziad baba .,negative
"PiS trudny przebicie wyłącznie język , narzucać - patetyczny - bombastycznego wzburzenie moralny - należeć określić przeciw alternatywa : oferta Polska przyjazny , sprawny , racjonalny , sprawa załatwiać , otwierać sto front konflikt",negative
podział budować wyłącznie Kaczyński PiS,negative
PiS kłamieć . Rosja zabić prezydent,negative
"jak zwykle rodzina pis , ojciec jeden piekarz polityk .",negative
"niczym mentalnie różnić ciemniak PiS , szurfederacja faszoli .",neutral
PiS zdolny każdy prowokacja .,negative
"wstyd , wykorzystujecie papież polityka czkawka wyjść , Kościoł wychodzić synergią PiS .",negative
"tylko PiS ! doktryna Naumann jesień lądować kosz , potem masowy pOdróże zagraniczny .",neutral
Nojman kolejeka zapomnieć to samorząd PO Elbląga to zasada : na złość babcia ucho odmrożyć Tłumacząc PO Wski prymitywny język : być możliwość stworzyć miejsce praca Elbląga złość PIS zablokować możliwość pogłębiyć port Elbląg,negative
"wszyscy mówić obniżą podatek spoza układ . PO , PiS obiecywać obniżka podatek ; Nowoczesna , ruch Palikot , Kukiz'15 , Polska2050 obiecywać obniżka podatek mówić spoza układ . nie dać nabrać kolejny Nowoczesny",negative
"rząd PIS głośno wyraźnie ogłosić , inflacja wielki sukces . odkąd rząd władza , prowadzić polityk …",positive
"dziwny , solidarny Polska nadać Papież pośmiertnie honorowy członkostwo . wspólnie PiS zawłaszczyć J . P . II ostać . BOLESŁAW",neutral
"szkoda , komentarz paskudny :( . ale Twitter . Pis zrobić sporo rzecz dobrz …",neutral
