title,rate
pis zajebisty sojusznik pistoprlbis,1
przeciez obrona kard sapiehy wojtyly pis racja material dziwadlo holandia podbic tvn klamliwy sciek,-1
przeciez pis odebrac_polakom jpii,-1
pis zmieniac prawo_wyborczy czwartapseudowladza milczec,-1
czy akcja papieze przypadek przykryc pis spolka po oddac las reka komunista bruksela ?,-1
nigdy przenigdy oddac_glos bolszewik pis brunatny konfy moc oddac swoj glos wasz delegalizacja,-1
dobrze okazac_sie totalsi durny_mialcy spor pis on durny_mialcy czas,-1
gdzie konfabulacja ? z fakt dyskutowac pan zobaczyc dziac jak skonczyc bezkarnosc czlowiek_zwiazac pis kaczynski lapowka 50 000_zloty afera dwa_wieza ubekowc ? wiedziec pan ze 2023 ? bo mentalnie prl,-1
jak klamac ? to pis tvp dezinfo robic dzielic_spoleczenstwo kazdy_dzien szkalywac_czlowiek myslec_inaczej niepokorny wysyc banicja pan klarenbacha na_przyklad,-1
nie klamac fogiel_nie znac nikt mowic pis zle nikt wracac rzad po,-1
piekny przykrywka dostac tvn prowokacja przykrywac 1000 przekret pis kremowka alkohol pendolino tak szanowac jpii oszusci,-1
pis splycic_pontyfikat jan_pawel ii kremowka_papieski gdyby_jan pawel_ii zyc stac by bankrutujacy rolnika biedny emeryt chory czekajacych kolejka specjalista pis doprowadzic polska_ruina finansowy_moralny zepsucie,-1
rabunka kradziez zuchwale eksplodowac panstwo dobrobyt pis,-1
tak_wygladac przecietny wyborczy pis,-1
cynicy pis caly_polska organizuja panstwowy_pieniadze partyjny marsze_wyborczy hanba,-1
xd bo kurni drugi_strona wyznawca xd a ciekawy radykalny agresywny,-1
znowu grac prowokacja ? pedo partia prowokacja dziennikarz pis prawda ? jebany skurwiel,-1
kaczynski podkopujec autorytet pis ? ?,-1
wyborca pis pasowac nawet 100zl to debile kupic_500 plus,-1
nie stresowac osadzic ty wolne sad_wolny sad przy wejsc sala wrzasnij jebac pis potem glosno suma odszkodowanie zadac chciec miec !_!,-1
zostac by po przybudowk postac psl_lewica pis robic_dokladnie samo niekom przeszkadzac a delegalizacja partia kompletny bzdura niezgodny konstytucja artykul 11,-1
dobry pytanie kolejne producent reka krewny_ktos pis ?,-1
komuchom bolszewik pis,-1
teraz pisac pan nasz_papiez przedtem haniebnie szydzic on piszic wojtyle_partia pis papiez szmaciarstwo to_was jest dwoch ?,-1
prowokacja pis ? znajac wczesnie pisuar rzucac_jajko samochod kaczynski,-1
czy on ? wiedziec wiedziec emeryt wiosc pry pisowac czemu ? bo pis dawac fakt znaczyc fakt emeryt wiekszosc elektorat caly_reszta banda chuej kadencja daleko_zrozumiec kurwa dobrze doja !_! wincyyyj !,-1
nie pis poki maly_zlo troche maly,-1
pis venom,-1
przypinki barwa watykan pracownik pkp przeszkadzac konfiarz flaga ukraina z zupelnie nieistotny niewierzacych rocznica zrobic wydarzenie rok pis kwiatek kremowka wyslac podziekowanie,-1
nikt pierwszego dnia koronasciemy nie mogl wiedziec ze pis oklamuje polakow !_! ! pan mentzen nie jest lekarzem !_! ! ale po 2 miesiacach kazdy_logicznie myslacy_czlowiek wiedzial ze rzad sciemnia !_! !,-1
brawo smierc chlopiec winien pedofil chlopak 3 proba_samobojczy winien_matka interesowac dziecko zostawiac pedofil winny pis zaostrzyc kara pedofic p_s mama glosowac przeciw,-1
na wesolo o pis i calej tej zgrai nieudacznikow polityku idi_na boj nie na huj ! z wbijaj,-1
zaden_normalny katolik_dawac nabrac_propaganda zapisuc_swiety jan_pawel ii pis nasz_papiez zaatakowac pisowski_ipn naiwny dziennikarz organizowanie pis marsz_obrona krzyczic zlodziei lapaj zlodziej,-1
kiedy zeszly donald_tusk zwracac_uwaga konsekwencja durny_polityka rzad odnosnie ukrainski zbozc,-1
a nowy ? tusk inny glosic temat sam sprawa moc pani przywyknac tylko polityk pis stac swoj poglad deklaracja jedyny_partia realizowac obietnica,-1
gwoli uwaga ten wspolnota zniszczyc pis kaczynski_czele w imie swoj chory_ambicja zadza wladza nikt budowac polityka_trumna kaczynski instrumentalny_wykorzystac jpii_uprawiac polityka przykryc drogobopis nikczemny podly,-1
to wina pis tow szmaciak durny dziecko to wina genetyka pedagogika wasz awans spoleczny wynikac koniecznosc zarzadzac lagrem panstwo potrzebny_kompetencja kapo dzis potrzebny_kompetencja szmaciak czas minac pogodz to,-1
wypedzilismy zyd 1968 rok protestowac_przeciwko gwalcec sadownictwo pis putin stalin,-1
dobra tekst gw tez moc wygenerowac ogol zaden sprawa ogol sprawa jpii wplywac nastroj wyssac_palec pis konczyc czarnek to kpo tamto lgbt smo,-1
pis co_dotknac zohydzi_zniszczyc pamiec_pw obrzydzic_zolnierz tak_zwany wyklety_teraz urzyg,-1
jak jezdzic pkp glosowanie pis raczej kremowka zachecic na_margines beata chomatowska stacja muran pisac zlosliwy nazywac pomnik poleglych pomordowany wschodzie pomniek ofiara pkp hehe,-1
dupniarz nikt_palic palic rezim grunt noga przegrany_wybory koniec_bezkarnosc zlodziej czlowiek_zwiazac pis to clue,-1
pewnie zorganizowac_akcja pis morderca siedziba,1
po klamstwo ? wasz wiec autobus zwiezioc stariec placiec wpusccie obywatel pis sekta nie list to zobaczyc polak nienawidzic tak zrujnowaliscie polska wstyd miec prowokator wy ten dno_moralny intelektualny,-1
najwyzsza inflacja_niemcy 50 rok pis narzekac tusk,-1
za_rzad pis kremowka darmowy,1
hipokryci moc jebac pis kibicu wyrazic wojego niezadowolenie z dupa wylewac hipokryzja,-1
a popierac_wycierac ryj pis /_sp papieiez_i milczenie_kler wobec taki poniewieranie wojtyly cel_polityczny wiecej duzo predko dojsc upadek zachecac powinniscie wypuscic maseczka wojtyla szwalnia s woli,-1
ile gowno glowa miec kalmuk uwazac popierac ukraine urzad popierac pis,-1
byc_ciekaw kto dopuscic barbarzynstwo czy jacys opetany lewacki ideologia idiocy czy raczej zwiazac pis ktory potrzebowac wojna_religijny kanie dzdzu,-1
8_rok oprozniac kieszenia 2015 pis przejmowac_wladza 42_miliard zloty_deficyt budzetowy_3 8_wzrost pkb_inflacja 0_9 2023 pis oddac_wladza 245_miliard zloty_deficyt 0_1 wzrost_pkb inflacja_16 2,-1
nie chciec proniemiecki po probanderowskiego pis wspominac prosowiecki prolgbt lewicy,-1
i prosty sposob uwaga zostac przekierowac dyskusja swiety ciastek pis podlozyc_dziecko infantylizacja postac_jpii swoj interes,-1
za_rzad po jesc pies pis rozdawac_kremowka tylko pis,-1
pan tusk nigdzie wybierac pan tusk przyjechac_polska polak go prosic pan tusk zrobic wyrzucic pis rzad pan tusk nam_polakom obiecac glosujmy ko,-1
a naprawde wandalizm nadzieja sprawca_zostac schwytac chocby pis,-1
wstyd dzialacz pis zdobyc kasa wykorzystywac dziecko !,-1
nie pani oceniac zyc inny wartosc chciec promowac pani pis pani lozko zagladac pani inny zycie wlazic ? nie wazny pani wierzyc jakis religia zasada_moralny nie pani duzy hipokrytka niejeden wierzacy,-1
co chwytliwy kontekst_wybory przekaz wszytski zgodny prawda wiele dowodow platforma to sa dranie pis zadawac_pytanie polakom chciec polska rzadzic dranie przyklad dranstwo moznawymieniac,-1
best news independent plus plus niezalezny wiadomosc plus plus po pis tusk kaczynski,1
pis taki_panica probowac_wykorzystac postac_karol wojtyly_rozpetania wojna_religijny co watykanski katolik uznac czlowiek swiety wyniesc oltarz balwochwalstwo ?,-1
nikt ty tyle obiecac pis ukradc drogobopis,-1
niedawno atak_siedziba pis ktory kazdy przypadek_okazac bezczelny prowokacja teraz atak_pomnik,-1
matematyka tesciowy oszukac tylko faszysta taki pan obrazac czuc_bezkarnie czy pan_podobac konfederacja pis beda rzadzic nie pozdrawiac,-1
nie_dosc kobieta_przestac rodzic_wyrok tk czlowiek zaczac_masowo umierac !_perdolon pis !,-1
pewnie glosujesz komunistyczny lewacki populistyczny pis ?,-1
rolnica_protestowac slusznie rzad zwyczajnie wyciulac ale chciec_by byc sytuacja doprowadzic to,-1
pis hipokryzja podsumowanie,-1
50_tysiac osoba mimo_ze pis niemal kazdy miejscowosc polska organizowac wyjazd autokar warszawa ? to_czysty kompromitacja robercik choc malo 50_tysiac,-1
to pis rzad finansowac_500 plus to finansowac wszyscy ten pieniadz dostawac wszyscy placic inflacja odsetk zaciagnietych cel kredyt dlug_publiczny przekroczyc_1 5_bilion zloty ciagle_rosnac ten korupcja zabijac polska,-1
sporo czlowiek wkurwic pis pozbawic mozliwosc praca_niedziela pan moj biedronka wolac tydzien miec dzien_wolny moc zalatwic urzad / lekarz / i_tak dalej wystarczyc stawka dzien praca weekend podniesc 50 100,-1
zakaz_aborcja wyssac_zoll palec_w konstytucja_poczatek,-1
siadac_palac ! wyborca miec_litosc pis nowy_sondaz sw_research zlecenie_rzepy sprawdzic_jaki ocena_szkolny skala wystawiac polak pisi 7_letnie rzad wynik okazac bezlitosny pisi w odpowiedzie czesto pojawic 1_2,-1
atak strona bardzo zainteresowany pis cud potrafic wykonac,1
zaklamany szuja 100 filmik pomoc kazdy wiedziec rzad pis odpowiadac przyjac ff55,-1
szef mafia pis szczekac obronca_pedofilia ? smrod dziad kupa umyslowy,-1
nik tyle_dac platforma obiecac brawo pis,1
zakaz_aborcja wyssac_zoll palec_w konstytucja_poczatek zycie ochrona poczec dlatego polityk pis lpr_samoobrona psl chciec_zmienic,-1
rozumiesz_co polegac robic_chamski polityka papiez ? czlowiek_rzygna pis tak_samo,-1
tak praca,-1
2015 pis przejmowac_wladza 42_miliard zloty_deficyt budzetowy_3 8_wzrost pkb_inflacja 0_9 2023 pis oddac_wladza 245_miliard zloty_deficyt 0_1 wzrost_pkb inflacja_16 2,-1
pis co_dotknac zohydzi_zniszczyc pamiec_pw obrzydzic_zolnierz tak_zwany wyklety_teraz urzyguc eksploatowac wojtyla jaki wyborczy maskotka miec_nadzieja dotkna sliwka czekolada torciek wedlowski,-1
patrzec dokladnie dokumentywac nawet pis wygrac_trzeci kadencja dokument znikna moc spokojny trzeba_miec nadzieja koniec przyjsc rozliczyc caly niesprawiedliwosc jak opozycja dac_rada przyszly_kadencja sam zbierzec,-1
pis_owski prowokacja !_! !,-1
ten organizacja dlugo oczyszczac sie rok romans zorganizowac_grupa przestepczy pis,-1
a opozycja ko naprawde_myslec odsunac pis wladza chodzic dostac sejm ?,-1
200_tysiac przytulic pewnie pis pisac_klamstwo tam 50 byc,-1
pisowski dyktatura obnazyc zlodziejstwo_korupcja dzialac_szkoda panstwo pis zostac pr,-1
ale durny byc a_potem ku wa rzadzic pis opozycja glupsza_malpa duzo glupsza_malpa potrafic zaskoczyc pozytywnie,-1
panstwo pis tworza_prawo uderzac_kobieta dochodzic_tragedia jak przypadek_pani iza_pszczyna to,-1
pis hejter_cham prostak_kombinator upychac_zona ssp_zanim pojsc marsz_oplowac znieslaw_bolszewik tak,-1
najwieksze scierwa brac_obrona jp2 pojsc tak ? juz beka pis jp2,-1
no pis dobry kadra po,1
wczoraj spotknaie tujestprzyszlosc jeleniej gora przyjsc 70 osoba dziekujemyoczywiscie proble,1
tak najwazniejsze pozbyc pis !_! !_! !_! !,1
patologia pis fanatyk,-1
wy pis miec program ekonomiczny co problem ?,-1
jednoczesnie warto_zauwazyc ze wystarczyc nieprzemyslac akcja_strona opozycja stracic poparcie wiele podobny akcja_strona pis wplyw sondaz to oznaczac_ze zelazny elektorat pis 30 a po znacznie malo,-1
wg tusk okrasc wspolpracownik lupa przywiesc polska dla wyborca pis liczyc co dajo,-1
gnida kaczynski zrobic darmowy kampania_wyborczy hipokryta zaklamac pis sciek wyznawca,-1
wierzc los rychliwy sprawiedliwy zakiwaja ostatni_prosty ohydna kampania zjep zmobilizowac niezdecydowanych przeciw pis,-1
dla pis te_przykazania to nic !_! !_! ! 5 nie_zabijajc 6 nie_cudzoloz 7 nie_kradnic 8 nie mowic_falszywy swiadectwo przeciw blizni_swoj 9 nie pozadaj_zona blizni_swoj 10 ani zaden rzecz byc,-1
pis episkopat,-1
poniewaz w_gmina przytuly pis 90 potomek szlachta smietanka intelektualny wyksztalcenie swiadomosc_spoleczny podobny_poziom student cambridge oxford czasy debil obrazac madry odezwac,-1
podobac dzialanie solidarny_polska zbyt uwaga poswiecac prawic wyborca zbyt rozumiec solidarna pis tand,-1
to prawda_modlic byc jp2 nikt przyjsc_glowa 18_rok wykorzystywac_politycznie,-1
tak rocznica_uchwalic konstytucja 1997_rok ktory rzadzace rok kamaryle skupiic_wokol styropianowy dziadek gleboki_powazanie roznica_pomiedzy calujacy czarny_dupa po pis polegac_ten wycierac_geby inny artykul,-1
za przyklejac pis zrobiliscie genialny robota cel rozjebac pseudo dziedzictwo gratka,-1
ogladac dokument ewa ewart bezdomnosc do_doprowadzic pis konfederacja daleko_rzadzic uzalezniac kazdy_wzglad kobieta siebie potrzebowac sluzyc przerazajace uswiadamiac,-1
powinien zaplacic pis koniec ukrasc wizerunek_jp ii teraz jp_ii polak byc pisowski,-1
pis klamie respiratory afera,-1
sam wyebac kij_mrowisko nie pompowac temat jebac pis,-1
pis uproscic_fiskus zrobic jasny przejrzysty zasada opodatkowac pewno konfederacja odebrac wyborca najgorzej ten podatk,-1
nie zauwazyc kpina tv pan potrzebowac wierzyc pis sprawdzac a chodzic polityka lekkomyslnosc,-1
prawoslawne ruski pis pamietac nasz_papiez nie religia milo,-1
kazdy_oblac farba_zdewastowanie pomnik_papiez dzialac_korzysc pis w_zdyskredytywac postac przyblizyc zaden prawda rozpoczac zaden debata byc uzywac propaganda pokazywac ogolnie opozycja niszczyc_polski swietosc,-1
konstytucja_wprost zakazowac_kremowka pociag_konstytucja panstwo_swiecki pis lamac_praworzadnosc,-1
to siebie jesli 45_wyborcow pis wierzyc_robak powinien milion,-1
gorzki_artykul pis morawiecki zostac_rozegrac ke_oznaczac nasz_marginalizacja panstwo narod,-1
tak proponowac popatrzec panstwo rzucac znaczacy slogan powielac_tepy prymitywny propaganda pis jak byc ? za po wzrost zadluzenie pl mld pis wzrost mld troche_wiedza ekonomiczny,-1
a myslec ze akcja sam pisu podgrzewac_temat jp2 interes pis,-1
afirmacja najwiekszej rzadowy porazka wszechczas tylko moc polozyc program efekt_odwrotny zamierzoc program 500plus wielki socjal chroniacy skrajny_ubostwo chroniacy ubostwo rzad pis,-1
a wolnosc polak trakcie_pandemia rzad pis zakazac polaiek spacer las zamknac cmentarz_?,-1
w panstwo pis wiekszosc miasto_monitoring znalezc_sprawca zlapac_sprawca ustawka podpalic punkt szczepienie zamosciu uklad pis po udawac gra emocja sztucznie wywoluc konflikt spoleczny,-1
wam jebac lewacki smiecie ty kurwa nawolujesz kazdy_dzien agresja wobec pis wobec kosciol wobec papiez jakis jebac pytanie rzucic eter ? ! co spodziewec byc stac_strona komuszy klamstwo_powielac tutaj ? z stan ?,-1
dla wyscig wazelina odkad pis wziac sztandar ale prosty zenujacy,-1
pis rzadzaca_banda wlacznie plankton z inny drobnica,-1
ten policyjne obstawki no wielki_skala robic szczuc czlowiek gorszy_sort rzekomo niebezpieczny wywolac suwerena przekonanie byc podly wystepek podlychh czlowiek pis,-1
zeby zwalczac patologia pis,-1
ale atak jakis oszolom pomnik oznaczac nalezec akceptowac propaganda_tvp brak_jakikolwiek hamulca pis ograbianiu narod swietosc_pieniadz dzielony narod pis nalezec odsunac_wladza hektar tvp tez sprawca_atak pomnik prowokator osadzic,-1
kasa ten modernizacja zostac przejedzic pis teraz trudno kosztowni,-1
hahaha zajrzec strach atak_jpii wyborczy koalicja konf pis zamiecie caly_lewactwo kibel skonczyc pisowski poblazac tolerowac zly przestrzen_publiczny dopilnujemy zalatwiec sprawa ostry skret prawo czarny sen michnik,-1
obrzydzenie budzic wykorzystywac pis pamiec dorobek_jpii cel_polityczny nie pamietac rok kremowka_rozdawac pociag,-1
hipokrytka klamczuch pis wystarczyc zajrzec sejm sejmowy korytarz,-1
az dziw brac doba wszechobecny internet nadal wiedziec musza oporny wiedze politykom pis latwo oglupic,-1
byc pewien prawdopodobienstwo zrobic prowokacyjnie milosnik pis tak putin wysadzic blok moskwa,-1
inflacja pis 18 najdrozsze paliwo europie najdrozsza energia europie najnizszy przyrost_naturalny ii_wojna swiatowy drozyzna plus najwyzsze nadmiarowy_zgon pandemii prokuratorz gabinet ginekologicznych polska zadluzyc_1 5bln zloty polski_ruina,-1
dokladnie pis przyklepowac kolejny_deal rosomaki zajmowac realny_problem inny zajmowac kremowk,-1
moc pokonac pis ! dla przyszlosc_polska dziecko razem byc gotowy_zrobic !,1
temat_papiez wybory dac_rada grzac chyba dzien_papieski dzien wybory dzien pis przeprowadzic prowokacja styl wysadzic pomnik_papiez nieznany_sprawca mogloby udac,-1
ten idiota_elblag zmowa postep inwestycja blokowac by_byc kolesie miec material pierd nia glupot pis ! nie pierwszy patologia ob krzyczec im zle_pl dobrze !,-1
pis drozyzna !,-1
pis mafia,-1
wszyscy poszli maszerowac jan_pawel ii zostana ukarac 4_5 kadencja pis wladza no spalic kremowka pojda boczka,-1
przeciez pis wladza wczesnie zamknac kosciol wierny oczywiscie przyzwolc sam wladza koscielny to szok ! krotk wybiorczy pamiec ?,-1
ostatni_kilkanascie rok miec byc papiez_dupa a teraz ?_przykrywacie slkurwysyna_zlodziej swoj nieudoln,-1
dobrze pis polsce zrobic drozyzne,1
bieda pis kazdy zlotowka 2_raz ogladac zakupy czy_napisac byc byc glupi pierdolniety ? napisac_byc szkoda_czas taki obszcymura ty i podtrzymywac zdanie idz klimat tusko pogadac,-1
a bardzo smiesic slowo pis kazdy popelniac bledy,-1
za on_ofiary wziac_pomodl ! pis plowac_twarz maly_dzieciom ofiarom_pedofili czarny_sukienka uniewinniac pozwalac daleko gwalcic_dziecko polski katolicki parafiach !,-1
pan zwykle wychodzic zalozenie wiekszosc czlowiek mysl przeliczmy szansa wybor pozycja taki haslo czlowiek kasa pusty musiec_wziac robota wnuki miec dobrze ! 3_kadencja pis ? na mur !,-1
pis gwizdac cmentarz szach_mat,-1
wiadomo pan pis krytykowac pis wygrac wyborow pan redakcja sowicie oplacac ssp jak pana traktowac_powaznie ?,-1
w polska obecnie alternatywa pis chciec_by byc miec po_/ ko 7_rok zrobic nic oczyscic stworzyc program dac nowy_jakosc polityka za kolejny_porazka obciazac moc wylacznie on a pewnie porazka nastapic,-1
papiez 18_rok pis potrafic pis zrobic papiez gadac obrazek,1
za zadluzenie_polska to 3 kaden pis pedofile obywatelski wypierdalac popierdolone smierdzace niemcem kurwa tuski smycz,-1
w nasz_kraj rzad pis to rozliczac decyzja,-1
niesamowite ojciec_swiety legitymacja_partyjny pis ? coscie uczynic ten kraina ?,-1
to_przestancie szkalowac wykorzystywac instrumentalnie nikt pis uprawiac podly propaganda trumn nawet swietosc_jpii potraficie_uszanowac przepraszajcieispadajcie dzieki droganiedzielapis,-1
mariolu_ty byc zaklamac tusk to tolerowac_okradac panstwo_153 miliard_zloty ofe_250 miliard_zloty afera_paliwowy 800 milion_zloty amber_gold wiele miliard_zloty likwid 3 stocznia tysiac zaklad budzet roczny po wynosic 290 miliard_zloty pis wynosic 630 miliard_zloty,-1
ten miejsce gazeta smiec pis mafia szczujc rezimowy tvpis szambo nawet papier_toaletowy nadawac,-1
program_robaczkarium milion finansowac pis,-1
pis kto przegrac ! jestescie intelektualny miernoet program,-1
nigdy_glosowac byc pis kuc wiedziec dupa lize pisu lewak pewnie uwazac to wojna fajnie miec wschodni granica praktycznie rosje pierwszy by_byc kolaborowac,-1
wiedziec moc sondaz wsadzic no sondaz jaki zyczyc zamawiajacy przed_wybory 2015 po komorowski internetach obciach ten rola zajac pis czesciowo psl konfy wyrastac mentzen pielgrzymuc media poprawic,-1
polityczny_hucpa wasz_zachowanie zaprzeczenie_glosic jpii_szczegolnosc 10_przykazanie kradnic mowic_falszywy swiadectwo pozadaj_zona blizni_swoj ordo_iuris i_tak dalej a wielki holdy i marsze politycznie skrojyc obluda level pis,-1
zniszczyliscie rodzine wy kurwy z pis,-1
w_sklep czlowiek niedziela_handlowy pis zafundowac_polakom drozyzna_kieszenia brzeg wypachac kasa droganiedzielapis,-1
no_faktycznie wiedziec robic oszolom po pis lewica ?,-1
typowy zaslona_dymny jpii inflacja_drozyzna szczegolnie odczuwalny swiety wielkanocny sklep pusty czlowiek pieniadz pis robic olimpiada osoba papiez nie_uciekniec morawiecki wasza nieudolny_polityka,-1
teeee kuske ktory widziiiic fiut papajaaaaae wpychac maly chlopcom jajaaaaaa,-1
prawdziwy kremowka wedlug pis polskuy kosciola,-1
pis spowodowac drozyyzna hiszpania australia wegrzech,-1
pan_jaroslaw czas ogladac_tv nasz_kraj obecnie pod drugi kadencja pis zp miejsce okazja realizacja swoj pomysl szkoda_czas marnowac,-1
wino pis tyle byc,1
z strona pis ? oczywiscie,1
tworca profil oko mlody oskar zadebiutowac antena tv_republika wspolprowadzacy,1
pis nekac rafal_trzaskowski,-1
tusk tepy matole dobrze tworciz zaden_program obiecuj zostaw fachowca pis dobrze spus,-1
grac kulka ktory taki lubosc uprawiac pis spoleczenstwo,-1
zwykly agitacja polityczny wyborca pis wydawac bronia_dobry imie_jp2 reportaz_tvn24 franciszkanski_3 rzeczywistosc wplyw propaganda_tvp sprawa tuszowac_pedofilia kosciele wyjasniic zamieciyc dywan,-1
pis po rok_obwiniac caly_gospodarczy zlo polska prawda taki ze_oba strona_racja ! efekt ? po rok_rzad system_podatkowy przedostatni ranking konkurencyjnosc system_podatkowy 37 panstwo oecd konfederacja zmienic !,-1
kazac puscic klamstwo tvn24 oczerniac papiez calkiem zryty_mozg andrzeju nienawisc pis zawsze szukac_winny siebie,-1
miec lans hipokryzja wcielic swiety karol pis a okazja laczec wiecznie spozniony firma,-1
ten sam czlowiek robic zadyma burda przegrac pis wybory zobaczyc,-1
pan_wasik podac chociaz przyklad jak rozliczyc iscie swoj pis za wybory_kopertowy respirator_maseczka za polski szfalnie za wiara lewy samochod wypadek klumn rzadiwy wszytko wysylac dywan wygladac everest,-1
zero program ciagle haslo lykaj zatwardzialy lemingi atakowanie jp2 pis przegrac miec idiotow przeciwnik,-1
i wam zjelczaly kremowka ? zeby czlowiek pis zaglosowac ?,-1
trzeba przypominac przeszlosc nikt mentzen pojechac optycznie remis trzeba mowic komuch kradziony majatek to dobrze dzialac zawistny wyborca pis lewicy,-1
ty zaklamac gnido pis dawno_wejsc sila komisarz usunac wasz grubas blokowac modernizacja port byc siedziec bydlak,-1
to akurat prawda gddkia dzialac wyjatkowo kazdy rzad za po miec byc gigantyczny skok infrastrukturalny wygladac pis zepsulc baltic_pipe oczywiscie nalezec_chwalic ale elektrownia_jadrowy ? gdzie modernizacja istniec ? gdzie wiatrak,-1
no oddac pokazac podkreslac to pis wykorzystywac_papiez kampania_wyborczy,-1
a widziec_byc ostatni sondaz ? kto_glosowac pis konfe ? tam czlowiek 50 tki i gorsza przedsiebiorca i sens uwazac polityk idiocy recepta matczakowy tradycja wisiec czytam on mozg zmuszac myslenie,-1
glosowaliscie wszystek inflacyjny pomysl pis popieracie zabojczy polak program_fit for_55 klamaliscie klamiet byc klamac,-1
tylko kosciol kosciola ksiezmi przejmowac ludzi zwykly dupa gdzie_oburzenie chleb kosztowac 7zl ? gdzie_oburzenie pis okradac dzieki inflacja niebotyczny skala ?,-1
atak_kosciol zamknac pis zadna wladza wczesnie dopuscic przyzwolenie sam wladza kosciol polska,-1
madry_czlowiek odejsc pis zostac pazerny glaby,-1
wole lewacki pis uarowa propaganda,-1
powiedziec my powiedziec przyjaciolom kreml ? co preferencja kreml tworzyc polityka pl reka polak zdanie rok grac bezkompromisowy zz poufnac rozmowa imo dyspozycja sluzba rus chronic zz dyscyplinowac pis,-1
horec niech tusk wymienic setka chociaz_10 czlonek pis pracowac cpk nie miec do donald_tusk nie,-1
sprawdzcie redaktor zalewac krecic okolica coraz slabsze prowokacja zwolniony rozrzucac smiec reporter tvp znalezc praca etat marszalek pis,-1
nie kochac kochac im pis tworzyc panstwo_wyznaniowy byc,-1
jedno_pewny panscy kolega sponsor iii_kadencja pis zywy przyklad dzialanie przeciwskuteczny,-1
przy_taki podejscie spoleczebstwo obywatelski mafia odpowiedziec_karnie nikogo_obchodzic los obywatel wazny pis dac socjal loze uscielil niebawem wiatr portfel zawiac zaglosowac_on choc kanali kurwa_zlodziej taki polskao,-1
aaa pis zadabal to,-1
duzym motor nieszczesny reportaz papiez nie dyskutowac tresc ale fakt ze duzy_czesc polak reportaz gotowy jednoczesnie pis przykleic reportaz po co zupelny biernosc partia tusk dac oczekiwany pis efekt,-1
smieszny byc chlopiec_za rzad tuska oplacac berlin wyrazac_zgoda przyjaciel moskwy wolno denerwowac dzis rzad pis covid_inflacja wojna_ua zrobic wiecej,-1
no pewnie pis napasc_ukraina,-1
wyborca 80 przeciwny waloryzacja 500_plus najwyzszy wynik partia wynik pokazywac kto odbierac wyborca oczywiscie pis niech opozycja daleko mowic podnoszec 500_plus dziwic uciekac wyboriec,-1
siedem_rok 500_plus morawiecki_dopoki rzadzic pis program_zagrozic wiecej,-1
przeciez raczka wiedziec co praca co byc nawijac pis zly wiedziec szczekat opozycja jedyny_program kotula,-1
sprawca_atak pomnik zostac_ukarac z_drugi strona pis solidarny_polski chamsko instrumentalnie wykorzystywac_papiez propaganda upolityczniliscie maxa papiez frekwencja wasz marsz calkowity_klapa porazka,-1
pis ? ? nie dziekowac,-1
nieoficjalnie szykuje wazny spotkanie wladza,1
coraz utwierdzac_przekonanie moc akcja wspolpraca pis cel ratowac spadajacego poparcie tylko przeprowadzic nieco wczesnie wybory wyczerpac paliwo,-1
to zly porownac zlodziej naprawic szkoda tymczasem socjal przestepstwo prosic zastanowic jaki_cud kiedykolwiek mentzen_doprowadzic zamiac socjal ktory_pobierac niski_podatek pis kiedykolwiek przeglosowac taki ustawa sejmie,-1
wniosek_lozaprasowy nerwach_kozinski 1 pis panicznie_bac sklejic_konfederacja agenda liberalnogospoda,-1
wystarczyc przejsc film porzadek dzienny wyciagac_wniosek polegac ogladac_tv oprocz tvp_info informacja mylac publicystyka pask info teza pis demokracja rozumiec,-1
dobrze byc stac milosc pis,1
wstyd bron podly hiena swinia zaatakowac matka brutalnie zaatakowac skrzyc,-1
gorzki_artykul pis morawiecki zostac_rozegrac ke_oznaczac nasz_marginalizacja panstwo narod ue,-1
jebac pis konfederacja kosciol_katolicki jan_pawel ii obronca_pedofil koloratka,-1
nie_dac manipulowac_taki miernota_polityczny pis podpac_kraj ostatnia rzecza jaki metr,-1
gdyby rzadzic pis nic taki dojsc !,-1
7_rok rzad mowic_prawda pis 2015 wiedziec socjal 500plus polak zyc by skrajny nedza ubostwo a nadal_wierzyc niechlujny klamiec oszust otworzcie oko ! przebudzcie sie !,-1
siedzicie swoj_bance medialny kilkanascie procent m wam w glowach ze tak mysli cala polska ! ak duren okoliczny wioska rozwiesic kilkanascie kartka napis pis kradnie_a kaczor jest gupi ! a_potem szok demonstracja,-1
gdzie czas pis ?,-1
jak aleksandra poprzec machina pis wymiekac ogolnie znany profesor_uw zaliczenie egzamin daria indeks wpisza nastepny gwiazda uw zablysnac co ranking uczelnia ? ?,-1
pis otruc klasa srednia !,-1
dlatego pis wygrac,1
ktos_wazny pis ktos_wazny pociotka,-1
jedyni podzielic_polak to falszywy pis robic nadal obrzydliwy lida,-1
pis wyplacic zasilek socjalny osoba dziecko zamiast obnizyc_podatek dac darmowy zlobek_przedszkole szkola wyprawka opieka_zdrowotny czyli zrobic potrafic,-1
taki czlowiek_wszedzie popatrzec na,-1
pis ciula pisowiec okradac patole,-1
kawie_lawa zarzucic konfederacja zlikwidowac zasilekpogrzebowy zapomniac dodac platfomaobywatelska drastycznie obnizyc pis zreszta wysokosc utrzymac arlukowicz mentzen,-1
przyczyna pewnie wymyslc kremowka_pendolino pis prowokujecie mlody ? no pis ignorowac ofiara,-1
